鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
南港區,房地(土地+建物),臺北市南港區研究院路二段１８２巷７９弄２７號五樓,25.34,都市：其他:第二種住宅區。,,,1101011,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731029,97.22,4,2,2,有,有,13580000,139683,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPORMLTLJIGGFDA87DA,78.96,0.0,8.25,無,122
松山區,房地(土地+建物),臺北市松山區南京東路五段２８６巷４號六樓之２,6.71,都市：其他:第三種住宅區。,,,1101101,土地1建物1車位0,六層，陽台,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0650609,27.48,0,0,0,無,無,7000000,254731,,0.0,0,陽台外推；,RPSNMLOJJIGGFDA17DA,27.48,0.0,0.0,有,
松山區,房地(土地+建物),臺北市松山區八德路四段６５０號十三樓之５,3.87,都市：其他:第三種商業區。,,,1101031,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0951110,34.75,1,1,1,有,有,11100000,319424,,0.0,0,陽台外推；夾層；其他增建；,RPROMLMLJIGGFDA17DA,20.28,0.0,2.84,有,
南港區,房地(土地+建物)+車位,臺北市南港區園區街１７號三樓之２,27.43,都市：其他:住宅區(供住宅使用)。,,,1101109,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951116,165.2,3,2,2,有,有,28800000,174334,坡道平面,15.0,0,,RPPNMLNLJIGGFDA96DA,75.28,1.26,8.03,有,123
南港區,房地(土地+建物),臺北市南港區重陽路５００號五樓,29.29,都市：其他:住宅區(特)。,,,1101023,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0700424,97.81,6,2,5,有,無,21880000,223699,,0.0,0,頂樓加蓋；其他增建；,RPRNMLNLJIGGFDA17DA,83.93,4.7,9.18,無,
內湖區,房地(土地+建物),臺北市內湖區文德路２０８巷５０號四樓,23.15,都市：其他:第三種住宅區。,,,1101107,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831229,127.81,3,2,2,有,有,28980000,226743,,0.0,0,陽台外推；其他增建；,RPPNMLOKKIGGFCA96DA,88.34,1.27,10.56,有,
中山區,房地(土地+建物),臺北市中山區四平街１０７號二樓之６,20.24,都市：其他:第三種住宅區。,,,1101105,土地1建物2車位0,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900827,82.53999999999999,1,2,1,有,有,18700000,226557,,0.0,0,夾層；,RPSNMLOKKIGGFCA27DA,43.21,3.27,0.0,有,
中山區,房地(土地+建物),臺北市中山區民族東路６０號二樓之２,7.66,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101112,土地1建物1車位0,二層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0811210,66.98,2,1,1,有,有,10680000,159451,,0.0,0,花台加蓋鋁窗,RPXOMLOKKIGGFCA87DA,43.2,1.26,0.0,有,124
中山區,房地(土地+建物)+車位,臺北市中山區通北街１２１號七樓,30.23,都市：其他:市場用地(公共設施用地)。75/3/4,,,1101107,土地1建物1車位2,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900420,274.06,4,2,2,有,有,46000000,167846,坡道平面,88.46,0,,RPOOMLNKKIGGFCA86DA,115.22,0.0,12.71,有,
內湖區,房地(土地+建物),臺北市內湖區內湖路二段２５３巷１弄１號三樓,38.7,都市：其他:第三種住宅區。,,,1101117,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750131,137.22,3,2,2,有,無,12000000,87451,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLNKKIGGFCA27DA,119.88,0.0,14.46,無,
內湖區,車位,民權東路六段１８０巷１０弄６號等共有部分,0.84,商,,,1101130,土地1建物1車位1,,,其他,,,,41.04,0,0,0,有,有,2900000,,坡道平面,41.04,2900000,僅車位交易；,RPVQMLKKKIGGFCA47DA,0.0,0.0,0.0,有,016
中山區,房地(土地+建物),臺北市中山區林森北路４１３號十樓之６,6.29,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101120,土地3建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730927,66.03,2,2,1,有,有,8600000,130244,,0.0,0,,RPORMLKKKIGGFCA86DA,50.89,0.0,3.01,有,
內湖區,房地(土地+建物),臺北市內湖區康寧路一段４７巷９號三樓,31.0,都市：其他:第三種住宅區。,,,1101115,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,,71.16,4,0,4,有,無,11200000,157392,,0.0,0,陽台外推；,RPQOMLTJKIGGFCA57DA,66.88,0.0,4.28,無,
中山區,房地(土地+建物),臺北市中山區北安路５９５巷２１號,31.5,都市：其他:第三種住宅區。,,,1101008,土地1建物2車位0,一層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0730915,205.57000000000002,3,2,2,有,無,30000000,145936,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLTJKIGGFCA77DA,192.52,10.22,0.0,無,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路一段１２１巷３３號四樓之５,9.81,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101114,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,135.04,2,1,1,有,有,25560000,189277,升降平面,40.5,0,,RPROMLTLJIGGFCA77DA,52.32,3.97,6.45,有,126
中山區,房地(土地+建物),臺北市中山區明水路６９６號八樓之８,16.47,都市：其他:商業區(供一般商業使用不得作住宅使用)。,,,1101113,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0970319,59.21,1,1,1,有,有,15880000,268198,,0.0,0,其他增建；,RPWOMLKMJIGGFCA47DA,33.12,1.76,3.4,有,
中山區,房地(土地+建物),臺北市中山區松江路２０４巷２３號三樓,8.47,都市：其他:第貳種商業區(依都市計畫說明書圖規定辦理，始得作第貳種商業區使用)(原屬第參種住宅區)。,,,1101111,土地1建物2車位0,三層,六層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,1040129,37.09,1,1,1,有,有,9580000,258291,,0.0,0,陽台外推；夾層；,RPQNMLMLJIGGFCA86DA,15.3,1.71,4.05,有,127
內湖區,房地(土地+建物),臺北市內湖區內湖路三段３２６巷３弄５號,29.29,都市：其他:第三種住宅區。,,,1101113,土地3建物1車位0,一層，停車場,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,0700525,102.75,4,2,2,有,無,16800000,163504,,0.0,0,,RPWNMLTKJIGGFCA08DA,87.97,14.78,0.0,無,128
萬華區,房地(土地+建物),臺北市萬華區長泰街１５１號四樓,47.94,都市：其他:第三種住宅區。,,,1101116,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670201,136.12,3,2,2,有,無,14000000,102850,,0.0,0,頂樓加蓋；,RPTOMLKKKIGGFBA96DA,105.64,0.0,16.06,無,
萬華區,房地(土地+建物),臺北市萬華區廣州街１３４號四樓,13.52,都市：其他:第三種商業區。,,,1101111,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,0700903,103.6,3,2,1,有,無,14880000,143629,,0.0,0,3建築物含有：陽台外推，凸窗增建,RPSOMLOKKIGGFBA27DA,98.88,0.0,4.72,有,
萬華區,房地(土地+建物),臺北市萬華區長沙街二段１１號九樓之２７,2.99,都市：其他:第四種商業區。,,,1101107,土地11建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0691113,26.94,0,1,1,有,有,5000000,185598,,0.0,0,,RPQOMLQLJIGGFBA27DA,21.92,0.0,0.0,有,
大同區,房地(土地+建物),臺北市大同區延平北路三段９９巷３弄１２號三樓,26.74,都市：其他:第四種住宅區。,,,1101030,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660420,73.35,3,2,1,有,無,11000000,149966,,0.0,0,陽台外推；其他增建；,RPTNMLMLJIGGFBA07DA,61.55,0.0,11.8,無,
萬華區,房地(土地+建物),臺北市萬華區昆明街３０８號三樓,15.99,都市：其他:第三種商業區。,,,1101120,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,0740112,123.31,3,2,2,有,有,16900000,137053,,0.0,0,陽台外推；其他增建；,RPQNMLNJKIGGFBA76DA,87.33,0.0,10.25,有,
萬華區,房地(土地+建物),臺北市萬華區萬大路３８７巷４７號五樓,24.36,都市：其他:第三種住宅區。,,,1101018,土地4建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690510,74.52,3,1,1,有,無,9500000,127483,,0.0,0,陽台外推；頂樓加蓋；,RPTOMLNJKIGGFBA17DA,61.9,0.0,5.7,無,129
大同區,房地(土地+建物),臺北市大同區南京西路３６０之２號十一樓之８,5.21,都市：其他:特定專用區(供一般商業使用) 但是否在第三種商業區(應依建築線或俟地籍測量分割後，再確定)。,,,1101111,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0671107,53.709999999999994,0,0,0,無,有,8300000,154534,,0.0,0,,RPQPMLSJKIGGFBA47DA,38.0,0.0,6.48,有,
文山區,房地(土地+建物)+車位,臺北市文山區秀明路一段１９７號五樓之５,10.86,都市：其他:第三種住宅區。,,,1101109,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980513,78.37,2,1,1,有,有,12200000,155672,塔式車位,0.0,0,,RPPOMLSJKIGGFAA17DA,30.87,8.56,0.93,有,130
文山區,土地,頭廷段二小段333地號,5200.7,都市：其他:第二種住宅區。,,,1101124,土地16建物0車位0,,,其他,,,,0.0,0,0,0,有,無,183238647,35233,,0.0,0,,RPUNMLNKKIGGFAA17DA,0.0,0.0,0.0,無,131
中正區,房地(土地+建物),臺北市中正區和平西路二段７０巷６弄１１號二樓,25.5,都市：其他:第三種住宅區。,,,1101021,土地4建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720716,109.24,4,2,2,有,無,20800000,190406,,0.0,0,陽台外推；其他增建；,RPQNMLOKKIGGFAA86DA,93.06,0.0,16.18,無,
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段５８巷１６弄１２號二樓,43.47,都市：其他:第三種住宅區。,,,1101107,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030606,259.48,4,2,2,有,有,34500000,171096,坡道平面,72.45,2500000,其他增建；,RPUNMLOKKIGGFAA27DA,112.11,0.0,10.85,有,132
文山區,房地(土地+建物),臺北市文山區景興路１５３巷３７號四樓,25.46,都市：其他:第三種住宅區。,,,1101108,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690815,78.29,3,2,1,有,無,13100000,167327,,0.0,0,陽台外推；其他增建；,RPVNMLOKKIGGFAA37DA,72.85,0.0,5.44,無,
文山區,房地(土地+建物),臺北市文山區羅斯福路五段２１４號九樓之１,8.77,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)。,,,1101030,土地3建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001117,56.150000000000006,1,1,1,有,有,14800000,263580,,0.0,0,其他增建；,RPWNMLOKKIGGFAA47DA,32.72,0.0,6.16,有,
文山區,房地(土地+建物)+車位,臺北市文山區車前路２１號十樓,23.15,都市：其他:第三種商業區。,,,1101114,土地1建物1車位2,十層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040427,318.69000000000005,3,2,2,有,有,63800000,200195,坡道平面,28.1,0,其他增建；,RPVOMLOLJIGGFAA47DA,140.98,16.23,12.37,有,133
中正區,房地(土地+建物),臺北市中正區南昌路二段９巷４號三樓,28.75,都市：其他:第四種住宅區。,,,1101026,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,76.16,2,2,1,有,無,13400000,175945,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLQLIIGGFAA27DA,65.57,0.0,10.59,無,
中正區,房地(土地+建物)+車位,臺北市中正區門街１３７號十二樓,16.16,都市：其他:第二種商業區。,,,1100801,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070816,163.98000000000002,3,2,2,有,有,36830000,224874,塔式車位,6.87,1500000,其他增建；,RPPPMLNLRHGGFAA57DA,80.02,13.97,7.49,有,134
文山區,房地(土地+建物)+車位,臺北市文山區萬美街二段４９號十樓,49.59,都市：其他:第二種住宅區。,,,1100328,土地1建物1車位2,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840530,177.42,2,2,2,有,有,15200000,85672,坡道機械,0.0,0,其他增建；,RPRNMLPKJIGGFAA96DA,138.55,2.56,7.58,有,
文山區,房地(土地+建物),臺北市文山區景興路１７１號五樓,27.38,都市：其他:第三種住宅區。,,,1101105,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731004,96.69,3,2,2,有,無,17550000,181508,,0.0,0,陽台外推；其他增建；,RPSNMLSJKIGGFAA37DA,82.36,1.3,13.03,無,
中正區,房地(土地+建物),臺北市中正區泉州街１３５之１號四樓,25.22,都市：其他:第三種住宅區。,,,1101119,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750220,133.94,4,2,2,有,無,22300000,166492,,0.0,0,3建築物含有：鐵窗增建,RPPOMLOKKIGGFAA86DA,100.35,0.0,6.97,有,
文山區,房地(土地+建物),臺北市文山區景福街２０８號三樓之１,11.21,商,,,1101113,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0841123,59.510000000000005,2,1,1,有,有,12370000,207864,,0.0,0,,RPTOMLOKKIGGFAA27DA,38.24,0.79,0.0,有,
文山區,房地(土地+建物),臺北市文山區興隆路二段１５３巷３弄５號三樓,40.5,商,,,1101112,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,87.46,3,2,1,有,無,13200000,150926,,0.0,0,陽台外推；,RPUOMLOKKIGGFAA37DA,87.46,0.0,0.0,無,
中正區,房地(土地+建物),臺北市中正區和平西路二段７８號五樓之３,9.65,都市：其他:第三之一種住宅區。,,,1101113,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690416,50.019999999999996,1,1,1,有,有,12000000,239904,,0.0,0,陽台外推；,RPXOMLOKKIGGFAA67DA,38.17,0.0,4.77,有,
中正區,土地,南海段二小段401地號,31.99,都市：其他:第三種住宅區。,,,1101117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000000,375117,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLPKKIGGFAA67DA,0.0,0.0,0.0,無,
文山區,房地(土地+建物),臺北市文山區忠順街二段３６號六樓,17.49,都市：其他:第三種住宅區。,,,1101113,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730712,99.47,3,2,2,有,有,13980000,140545,,0.0,0,陽台外推；,RPQOMLPKKIGGFAA07DA,59.99,0.0,15.64,有,
中正區,房地(土地+建物)+車位,臺北市中正區師大路１７０號八樓之６,9.78,都市：其他:第三種住宅區。,,,1101106,土地2建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670117,138.16,2,2,1,有,有,18700000,135350,坡道平面,0.0,2500000,陽台外推；,RPTOMLPKKIGGFAA37DA,105.48,2.36,12.26,有,
文山區,房地(土地+建物),臺北市文山區萬安街１６巷８號三樓之３,33.52,都市：其他:第貳類住宅用地(萬芳社區特定專用區)。,,,1101201,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720728,64.44,2,1,1,有,有,9500000,147424,,0.0,0,,RPOPMLTJKIGGFAA27DA,42.12,0.0,4.35,有,
文山區,房地(土地+建物),臺北市文山區福興路１０６巷２８弄３號八樓,15.77,都市：其他:第三種住宅區。,,,1101107,土地2建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981202,70.15,2,1,1,有,有,12500000,178190,,0.0,0,,RPSNMLNKKIGGFAA96DA,43.51,1.39,3.14,有,
萬華區,房地(土地+建物),臺北市萬華區萬大路２３７巷１０弄１５號,76.0,都市：其他:第三種住宅區。,,,1101130,土地2建物1車位0,全,一層,透天厝,住家用,加強磚造,,38.02,6,3,3,有,無,13500000,355076,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPPNMLNJKIGGFBA66DA,38.02,0.0,0.0,無,
大同區,房地(土地+建物),臺北市大同區甘谷街４８號,133.0,都市：其他:特定專用區(供一般商業使用)。,,,1100601,土地1建物1車位0,全,四層,透天厝,,加強磚造,,379.74,4,8,3,有,無,146000000,384474,,0.0,0,頂樓加蓋；其他增建；,RPRPMLPKJIGGFBA27DA,379.74,0.0,0.0,無,
萬華區,房地(土地+建物)+車位,臺北市萬華區桂林路２６號六樓,9.09,都市：其他:第三種商業區。,,,1101106,土地1建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030805,121.13,2,1,1,有,有,24180000,199620,坡道平面,25.35,0,,RPUNMLNKKIGGFBA27DA,52.87,6.34,6.34,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區陽光街１０１號三樓之２,36.1,都市：其他:第二種住宅區。,,,1101030,土地1建物1車位1,三層,三層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080716,73.73,2,1,1,有,有,20360000,267621,塔式車位,2.51,1300000,,RPTOMLPKJIGGFCA47DA,37.14,2.39,3.22,有,
中山區,房地(土地+建物),臺北市中山區松江路９５之１號十樓之３,4.02,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101018,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710703,45.74,1,1,1,有,有,10300000,225186,,0.0,0,,RPPOMLOJJIGGFCA86DA,32.77,0.0,0.0,有,135
